Pos,Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
196.0,Zion & Lennox - Otra Vez||../track/3QwBODjSEzelZyVjxPOHdq.html,65.0,,42.0,,"7,496,050","368,400,468"
197.0,Dennis Lloyd - Nevermind||../track/63SevszngYpZOwf63o61K4.html,36.0,,18.0,,"15,423,526","367,966,603"
198.0,Lil Wayne - Sucker For Pain||../track/4dASQiO1Eoo3RJvt74FtXB.html,49.0,2,10.0,,"18,557,325","365,530,773"
199.0,Ozuna - Vaina Loca||../track/48zFZh27QU5qsrBjn4C2FA.html,32.0,,18.0,,"16,043,684","365,307,490"
200.0,KYLE - iSpy||../track/2EEeOnHehOozLq4aS0n6SL.html,48.0,,21.0,,"14,064,647","365,023,274"
201.0,Dean Lewis - Be Alright||../track/3EPXxR3ImUwfayaurPi3cm.html,29.0,,12.0,,"17,708,246","363,470,401"
202.0,Ariana Grande - God is a woman||../track/5OCJzvD7sykQEKHH7qAC3C.html,30.0,5,2.0,(x1),"29,847,494","362,682,392"
203.0,Vance Joy - Riptide||../track/7yq4Qj7cqayVTp3FF9CWbm.html,131.0,,16.0,,"5,217,839","361,078,615"
204.0,Lil Pump - Gucci Gang||../track/43ZyHQITOjhciSUUNPVRHc.html,32.0,7,6.0,,"23,269,004","360,034,188"
205.0,Eminem - River||../track/5UEnHoDYpsxlfzWLZIc7LD.html,28.0,9,2.0,(x1),"29,880,509","359,923,402"
206.0,Drake - Jumpman||../track/27GmP9AWRs744SzKcpJsTZ.html,72.0,,15.0,,"8,120,994","358,790,474"
207.0,DRAM - Broccoli||../track/7yyRTcZmCiyzzJlNzGC9Ol.html,57.0,,27.0,,"10,613,142","358,518,138"
208.0,Kendrick Lamar - DNA.||../track/6HZILIRieu8S0iqY8kIKhj.html,46.0,2,3.0,(x1),"30,933,703","357,502,939"
209.0,Camila Cabello - Never Be the Same||../track/4eWQlBRaTjPPUlzacqEeoQ.html,38.0,4,4.0,,"22,147,865","355,510,422"
210.0,Maggie Lindemann - Pretty Girl - Cheat Codes X CADE Remix||../track/1NDxZ7cFAo481dtYWdrUnR.html,43.0,,23.0,,"14,719,156","354,135,942"
211.0,Martin Jensen - Solo Dance||../track/6HUnnBwYZqcED1eQztxMBN.html,50.0,,25.0,,"12,133,568","353,947,787"
212.0,Drake - Controlla||../track/4CpKEkdGbOJV51cSvx7SoG.html,47.0,,22.0,,"11,928,894","352,654,366"
213.0,Becky G - Sin Pijama||../track/2ijef6ni2amuunRoKTlgww.html,38.0,,22.0,,"15,017,587","351,433,215"
214.0,Panic! At The Disco - High Hopes||../track/1rqqCSm0Qe4I9rUvWncaom.html,33.0,1,9.0,,"19,643,546","349,119,788"
215.0,Cardi B - Bodak Yellow||../track/2771LMNxwf62FTAdpJMQfM.html,46.0,,21.0,,"14,718,755","348,985,917"
216.0,Jessie J - Bang Bang||../track/7zrYKlgYQv1ELz7LGyjTd1.html,95.0,12,4.0,,"7,863,797","347,170,148"
217.0,Flo Rida - My House||../track/6Knv6wdA0luoMUuuoYi2i1.html,58.0,,14.0,,"12,794,270","346,321,502"
218.0,Loud Luxury - Body||../track/7K7MUBCnzgBAvMVW2RTWNs.html,36.0,,19.0,,"16,136,787","344,223,138"
219.0,Imagine Dragons - Demons||../track/2Oehrcv4Kov0SuIgWyQY9e.html,141.0,6,8.0,,"4,612,466","343,863,791"
220.0,Kygo - Stole the Show||../track/4iZPNYqzI2L0uwuUKun7Aa.html,68.0,11,4.0,,"11,026,528","339,965,022"
221.0,Kygo - Stay||../track/7gBj0VgcuAgkXkiRRYvSmK.html,47.0,3,8.0,,"11,818,636","337,988,679"
222.0,Reik - Me Niego||../track/6jA8JUuPCGYjFcgw0AoM5T.html,37.0,,22.0,,"13,488,299","337,326,802"
223.0,Shawn Mendes - In My Blood||../track/79jX8RM5CgPqDKdGEKNW9K.html,43.0,1,7.0,,"21,904,395","336,258,330"
224.0,Katy Perry - Dark Horse||../track/5jrdCoLpJSvHHorevXBATy.html,114.0,19,1.0,(x5),"7,952,065","336,026,946"
225.0,Kendrick Lamar - LOVE. FEAT. ZACARI.||../track/6PGoSes0D9eUDeeAafB2As.html,54.0,,14.0,,"18,211,340","335,689,099"
226.0,Ed Sheeran - Perfect Duet (Ed Sheeran & Beyoncé)||../track/1bhUWB0zJMIKr9yVPrkEuI.html,44.0,3,3.0,(x1),"26,494,583","335,158,647"
227.0,Lady Gaga - Shallow||../track/2VxeLyX666F8uXCJ0dZF8B.html,19.0,7,5.0,,"24,206,277","334,689,593"
228.0,Avicii - Lonely Together||../track/2OALaHcDdKkjYEpAr0Qzab.html,39.0,,19.0,,"13,456,689","334,425,361"
229.0,Avicii - Without You||../track/6WbADFqMvR8N5u0BvtsWQE.html,45.0,,20.0,,"17,362,815","333,726,650"
230.0,XXXTENTACION - Everybody Dies In Their Nightmares||../track/3GVkPk8mqxz0itaAriG1L7.html,59.0,,24.0,,"14,237,794","333,503,446"
231.0,Macklemore - Glorious||../track/0CokSRCu5hZgPxcZBaEzVE.html,36.0,,14.0,,"17,664,071","333,166,774"
232.0,Coldplay - A Sky Full of Stars||../track/6HFbq7cewJ7rPiffV0ciil.html,113.0,12,6.0,,"6,911,681","332,849,520"
233.0,FRENSHIP - Capsize||../track/3GBlLqIYgB8zWaeWDNJzdh.html,45.0,,24.0,,"12,067,883","331,405,856"
234.0,Justin Bieber - Friends||../track/7nZmah2llfvLDiUjm0kiyz.html,30.0,5,2.0,(x1),"26,564,864","329,306,934"
235.0,Eminem - Lose Yourself||../track/7w9bgPAmPTtrkt2v16QWvQ.html,141.0,,133.0,,"4,391,774","328,087,716"
236.0,Kiiara - Gold||../track/6ZSO7kPn8IMJFymyticbJO.html,55.0,,30.0,,"9,706,023","328,077,489"
237.0,Avicii - Waiting For Love||../track/6nsLzJfvp5OLd4mgqUJkpq.html,62.0,11,3.0,(x1),"15,652,092","327,672,368"
238.0,The Weeknd - Call Out My Name||../track/1gm616Plq4ScqNi7TVkZ5N.html,32.0,4,1.0,(x1),"40,628,023","325,515,161"
239.0,R. City - Locked Away||../track/7x5xYW5W42OGPAdHUyyguy.html,51.0,11,5.0,,"12,867,274","324,001,506"
240.0,Niall Horan - Slow Hands||../track/167NczpNbRF7oWakJaY3Hh.html,39.0,,29.0,,"12,784,854","322,258,869"
241.0,Kodak Black - ZEZE||../track/7l3E7lcozEodtVsSTCkcaA.html,17.0,8,3.0,(x1),"29,095,302","322,136,788"
242.0,Calvin Harris - Summer||../track/7b71WsDLb8gG0cSyDTFAEW.html,80.0,19,1.0,(x10),"9,482,413","320,735,134"
243.0,Coldplay - Adventure Of A Lifetime||../track/69uxyAqqPIsUyTO8txoP2M.html,57.0,2,9.0,,"11,783,995","319,844,726"
244.0,The Weeknd - Earned It (Fifty Shades Of Grey)||../track/4WGyY671Z37inSpCTBJoIm.html,71.0,7,6.0,,"12,514,101","319,779,096"
245.0,Cheat Codes - No Promises||../track/1louJpMmzEicAn7lzDalPW.html,41.0,,24.0,,"14,505,601","319,752,108"
246.0,WALK THE MOON - Shut Up and Dance||../track/4kbj5MwxO1bq9wjT5g9HaA.html,85.0,,12.0,,"8,167,860","319,610,470"
247.0,Daddy Yankee - Dura||../track/2j2fIJGh4PMdXt9ULI5Tlc.html,31.0,2,9.0,,"18,341,763","319,442,402"
248.0,Sheck Wes - Mo Bamba||../track/1xzBco0xcoJEDXktl7Jxrr.html,25.0,,11.0,,"17,459,536","318,507,069"
249.0,Kanye West - I Love It (& Lil Pump)||../track/4S8d14HvHb70ImctNgVzQQ.html,22.0,6,1.0,(x3),"36,147,990","313,405,979"
250.0,Taylor Swift - Look What You Made Me Do||../track/6uFsE1JgZ20EXyU0JQZbUR.html,24.0,6,1.0,(x2),"44,480,002","313,320,734"
251.0,Piso 21 - Déjala Que Vuelva||../track/33bnxcjePIkcmNjEFTJX0l.html,40.0,,33.0,,"11,322,485","313,209,277"
252.0,Adele - Send My Love (To Your New Lover)||../track/4BHzQ9C00ceJxfG16AlNWb.html,43.0,,16.0,,"13,584,892","311,918,245"
253.0,Pharrell Williams - Happy||../track/5b88tNINg4Q4nrRbrCXUmg.html,101.0,16,2.0,(x2),"10,101,546","309,852,807"
254.0,Ava Max - Sweet but Psycho||../track/25sgk305KZfyuqVBQIahim.html,19.0,5,6.0,,"22,400,542","309,148,614"
255.0,Coldplay - Hymn For The Weekend - Seeb Remix||../track/6s3GEN8wK0OMzzzZbXj0fu.html,38.0,,17.0,,"13,870,439","307,025,441"
256.0,The Chainsmokers - All We Know||../track/2rizacJSyD9S1IQUxUxnsK.html,30.0,2,9.0,,"17,934,292","304,460,579"
257.0,Enrique Iglesias - SUBEME LA RADIO||../track/7nKBxz47S9SD79N086fuhn.html,31.0,,28.0,,"13,553,135","303,703,457"
258.0,Calvin Harris - Blame||../track/07nH4ifBxUB4lZcsf44Brn.html,69.0,18,1.0,(x6),"12,294,095","303,621,856"
259.0,MAGIC! - Rude||../track/6RtPijgfPKROxEzTHNRiDp.html,71.0,17,1.0,(x8),"9,786,082","301,690,629"
260.0,Khalid - Better||../track/6zeeWid2sgw4lap2jV61PZ.html,21.0,2,7.0,,"21,831,365","299,901,367"
261.0,Kungs - This Girl - Kungs Vs. Cookin' On 3 Burners||../track/4AOpEhqA7zHxQjkHmRrAp7.html,28.0,,14.0,,"15,731,347","299,507,822"
262.0,Nicky Jam - El Perdón||../track/4Ld3RS6KBXGsvtfmnjxlVl.html,74.0,,20.0,,"7,326,481","299,114,213"
263.0,Flume - Never Be Like You||../track/12REd1n8PeiHHWOh066tpr.html,55.0,,34.0,,"9,239,841","298,403,258"
264.0,CNCO - Reggaetón Lento (Bailemos)||../track/3AEZUABDXNtecAOSC1qTfo.html,48.0,,32.0,,"10,206,700","297,855,791"
265.0,Coldplay - Hymn For The Weekend||../track/3RiPr603aXAoi4GHyXx0uy.html,56.0,,25.0,,"10,256,893","297,478,615"
266.0,Maluma - Corazón||../track/4lESS6vuruP6a79KWRaQou.html,35.0,,17.0,,"13,766,534","296,847,428"
267.0,Alessia Cara - Scars To Your Beautiful||../track/42ydLwx4i5V49RXHOozJZq.html,44.0,,23.0,,"10,462,379","295,812,286"
268.0,Enrique Iglesias - DUELE EL CORAZON||../track/6YZdkObH88npeKrrkb8Ggf.html,46.0,,26.0,,"10,604,406","293,282,564"
269.0,Lil Dicky - Freaky Friday||../track/10Igtw8bSDyyFs7KIsKngZ.html,26.0,2,7.0,,"23,545,449","293,217,637"
270.0,MØ - Final Song||../track/4qqArAiTPueDxIp7cf87h7.html,42.0,,21.0,,"13,084,996","292,848,001"
271.0,Big Sean - Bounce Back||../track/0SGkqnVQo9KPytSri1H6cF.html,48.0,,21.0,,"13,223,799","292,643,691"
272.0,Lil Baby - Yes Indeed||../track/6vN77lE9LK6HP2DewaN6HZ.html,35.0,,12.0,,"16,713,448","291,525,507"
273.0,Pitbull - Timber||../track/40ia0VswpL9SUuPdfLyabK.html,85.0,26,1.0,(x6),"6,968,180","290,337,705"
274.0,Martin Garrix - There for You||../track/6jA8HL9i4QGzsj6fjoxp8Y.html,31.0,,18.0,,"16,703,242","290,336,093"
275.0,Charlie Puth - How Long||../track/32DGGj6KlNuBr6WaqRxpxi.html,33.0,,15.0,,"14,554,590","290,301,371"
276.0,Harry Styles - Sign of the Times||../track/5Ohxk2dO5COHF1krpoPigN.html,38.0,,14.0,,"18,365,320","288,795,181"
277.0,Imagine Dragons - Natural||../track/4zIO3ilp5HvTeK3HJHxhMP.html,29.0,,19.0,,"14,639,164","288,418,476"
278.0,Bruno Mars - Finesse (Remix)||../track/3Vo4wInECJQuz9BIBMOu8i.html,27.0,6,4.0,,"20,387,864","288,004,994"
279.0,G-Eazy - Him & I||../track/5k38wzpLb15YgncyWdTZE4.html,25.0,5,7.0,,"19,156,433","287,812,135"
280.0,Selena Gomez - Good For You||../track/6kBp8w67thoYqTUOQVSGFg.html,54.0,11,6.0,,"10,262,365","287,319,132"
281.0,Billie Eilish - lovely||../track/0u2P5u6lvoDfwTYjAADbn4.html,33.0,,24.0,,"14,081,242","287,130,613"
282.0,David Guetta - Flames||../track/33IOhptvC2Qoy2UhjiHXLV.html,32.0,,20.0,,"14,405,289","284,813,892"
283.0,A$AP Rocky - Praise The Lord (Da Shine)||../track/7ycWLEP1GsNjVvcjawXz3z.html,36.0,,25.0,,"13,341,403","282,775,065"
284.0,Imagine Dragons - Whatever It Takes||../track/4IWAyPf1KMq7JCyGeCjTeH.html,60.0,,51.0,,"8,662,342","281,557,178"
285.0,Felix Jaehn - Ain't Nobody (Loves Me Better)||../track/5afHIkEcVhCF1Z1CTqMUXB.html,55.0,,12.0,,"8,602,659","281,215,456"
286.0,Becky G - Mayores||../track/7JNh1cfm0eXjqFVOzKLyau.html,37.0,,33.0,,"10,392,546","280,960,035"
287.0,Clean Bandit - I Miss You||../track/2xmrfQpmS2iJExTlklLoAL.html,32.0,,23.0,,"12,939,221","280,466,909"
288.0,Anitta - Downtown||../track/3Ga6eKrUFf12ouh9Yw3v2D.html,32.0,,21.0,,"12,734,008","280,150,549"
289.0,Ozuna - Se Preparó||../track/1m69ELEgE6k5ZWsap40ozt.html,36.0,,30.0,,"11,079,041","279,060,284"
290.0,Mr. Probz - Waves - Robin Schulz Radio Edit||../track/5Sf3GyLEAzJXxZ5mbCPXTu.html,75.0,15,3.0,(x4),"7,253,925","278,320,505"
291.0,Chris Jeday - Ahora Dice||../track/22eADXu8DfOAUEDw4vU8qy.html,42.0,,46.0,,"9,557,956","275,417,810"
292.0,James Bay - Let It Go||../track/13HVjjWUZFaWilh2QUJKsP.html,99.0,,60.0,,"4,186,310","275,340,921"
293.0,Meghan Trainor - All About That Bass||../track/1q676iYDR3GeJtOHdyggIU.html,56.0,19,2.0,(x4),"10,717,542","274,092,082"
294.0,Bad Bunny - Sensualidad||../track/5hcisvFMidkMJlElTO9Qmw.html,32.0,,21.0,,"12,487,991","273,936,566"
295.0,Nicky Jam - El Amante||../track/3umS4y3uQDkqekNjVpiRUs.html,37.0,,32.0,,"10,699,820","273,666,162"
296.0,Macklemore & Ryan Lewis - Can't Hold Us||../track/3bidbhpOYeV4knp8AIu8Xn.html,134.0,,14.0,,"4,152,363","272,450,480"
297.0,Louis Tomlinson - Back to You||../track/7F9vK8hNFMml4GtHsaXui6.html,31.0,,15.0,,"17,094,543","271,143,305"
298.0,Ed Sheeran - I See Fire||../track/5pY3ovFxbvAg7reGZjJQSp.html,100.0,7,6.0,,"4,551,384","270,796,511"
299.0,One Direction - Drag Me Down||../track/70OTIpw8x8UXUsuCHW9i1i.html,42.0,9,1.0,(x1),"17,373,478","270,608,532"
300.0,Rita Ora - Your Song||../track/4c2W3VKsOFoIg2SFaO6DY5.html,33.0,,29.0,,"12,547,789","270,507,527"
301.0,"Sofia Reyes - 1, 2, 3||../track/4QtiVmuA88tPQiCOHZuQ5b.html",35.0,,31.0,,"11,428,399","270,370,249"
302.0,David Guetta - Bang My Head||../track/53Y0kdCa1CZ9gRqEuknfwy.html,43.0,,15.0,,"10,486,838","268,682,154"
303.0,Wham! - Last Christmas||../track/2FRnf9qhLbvw8fu4IBXx78.html,31.0,5,2.0,(x1),"32,326,595","268,413,719"
304.0,Calvin Harris - Outside||../track/7MmG8p0F9N3C4AXdK6o6Eb.html,67.0,13,4.0,,"8,370,861","267,429,958"
305.0,Jax Jones - You Don't Know Me||../track/2SZy40PLDk3vFucXUGFCFA.html,36.0,,17.0,,"15,002,138","266,552,565"
306.0,Selena Gomez - Hands To Myself||../track/3CJvmtWw2bJsudbAC5uCQk.html,42.0,,12.0,,"12,292,984","265,159,947"
307.0,Alessia Cara - How Far I'll Go||../track/5hYTyyh2odQKphUbMqc5gN.html,35.0,,19.0,,"13,543,940","264,432,336"
308.0,Fetty Wap - 679||../track/5NQbUaeTEOGdD6hHcre0dZ.html,63.0,,11.0,,"9,291,126","263,733,125"
309.0,Ariana Grande - Problem||../track/7vS3Y0IKjde7Xg85LWIEdP.html,65.0,18,2.0,(x3),"7,890,249","262,950,109"
310.0,Lost Frequencies - Are You With Me||../track/477daPpd3DnneaHhvjM35l.html,61.0,1,10.0,,"8,857,030","262,634,560"
311.0,Flo Rida - GDFR||../track/26rdOwwjC2UnweK3xeS58u.html,64.0,8,6.0,,"9,333,191","261,816,623"
312.0,Maroon 5 - Maps||../track/71ywEs45ClmTNRiaJ7YEsr.html,76.0,10,6.0,,"8,328,898","261,184,257"
313.0,Migos - Walk It Talk It||../track/6n4U3TlzUGhdSFbUUhTvLP.html,35.0,,22.0,,"14,695,037","259,932,739"
314.0,Lil Peep - Falling Down||../track/0Dn40gxVCMo5TkgS8Ik18Q.html,21.0,4,2.0,(x1),"32,511,658","259,303,125"
315.0,DJ Khaled - No Brainer||../track/5WvAo7DNuPRmk4APhdPzi8.html,19.0,5,2.0,(x1),"27,708,887","258,782,051"
316.0,Kygo - Stargazing||../track/0Zbbxnx4SGGHoIow4PpISP.html,30.0,,15.0,,"14,648,618","258,532,843"
317.0,J Balvin - Bonita||../track/693iqPOQvhI7PobtR8CC8v.html,36.0,,42.0,,"9,583,163","257,017,887"
318.0,Lilly Wood and The Prick - Prayer in C - Robin Schulz Radio Edit||../track/5zlC5d5umTrbcX9sLVVxzh.html,74.0,8,8.0,,"6,828,745","256,874,275"
319.0,Ariana Grande - breathin||../track/4OafepJy2teCjYJbvFE60J.html,25.0,2,2.0,(x1),"25,997,814","256,500,135"
320.0,6ix9ine - BEBE||../track/7ATATJztoWLcqDAcVVof0C.html,23.0,,17.0,,"15,167,729","255,675,669"
321.0,Katy Perry - Chained To The Rhythm||../track/5ndfVSDyPq90jaIUhNPeby.html,26.0,3,7.0,,"21,872,281","255,065,002"
322.0,Nico & Vinz - Am I Wrong||../track/5PaqFdIb4vspKAmpCqDuzz.html,75.0,14,6.0,,"6,303,006","254,489,431"
323.0,George Ezra - Shotgun||../track/4ofwffwvvnbSkrMSCKQDaC.html,33.0,,35.0,,"11,231,503","254,293,257"
324.0,Ellie Goulding - On My Mind||../track/5a7NdkF09AfD0H607eiOkX.html,34.0,11,7.0,,"12,769,261","253,586,868"
325.0,P!nk - What About Us||../track/0Qh38w01QRXK6KHIv0e3hb.html,34.0,,18.0,,"14,750,631","251,555,945"
326.0,J Balvin - No Es Justo||../track/5qFeMRz4TvetPmzjre9Dq7.html,29.0,,30.0,,"12,339,454","251,196,085"
327.0,Oasis - Wonderwall - Remastered||../track/5qqabIl2vWzo9ApSC317sa.html,64.0,,152.0,,"4,553,091","251,080,336"
328.0,David Guetta - This One's For You||../track/46NBoIAHrmR7qcUGCIFEjR.html,28.0,4,10.0,,"16,766,892","250,284,905"
329.0,Lil Baby - Drip Too Hard (Lil Baby & Gunna)||../track/78QR3Wp35dqAhFEc2qAGjE.html,18.0,,13.0,,"16,365,307","249,350,547"
330.0,Manuel Turizo - Una Lady Como Tú||../track/7MHN1aCFtLXjownGhvEQlF.html,39.0,,38.0,,"9,818,595","248,860,027"
331.0,Fifth Harmony - Worth It||../track/41Fflg7qHiVOD6dEPvsCzO.html,64.0,,12.0,,"8,538,491","248,842,717"
332.0,Ariana Grande - Break Free||../track/7cvxrDu7VIhVSOFRNgPegv.html,60.0,12,2.0,(x2),"9,101,875","248,504,204"
333.0,Bazzi - Beautiful||../track/4VUwkH455At9kENOfzTqmF.html,27.0,,30.0,,"12,052,133","247,288,665"
334.0,Future - Low Life||../track/7EiZI6JVHllARrX9PUvAdX.html,57.0,,45.0,,"7,228,219","244,833,232"
335.0,G-Eazy - No Limit||../track/2DQ1ITjI0YoLFzuADN1ZBW.html,30.0,,18.0,,"14,134,442","242,827,532"
336.0,Ariana Grande - Dangerous Woman||../track/6T506SFlFUVVNvnmCiVZR0.html,34.0,,14.0,,"14,064,403","242,784,743"
337.0,J. Cole - No Role Modelz||../track/62vpWI1CHwFy7tMIcSStl8.html,91.0,,64.0,,"3,883,679","242,672,264"
338.0,Miley Cyrus - Malibu||../track/2habSXqcJGExM6JJyskY7O.html,28.0,2,7.0,,"21,768,525","242,335,864"
339.0,Galantis - Runaway (U & I)||../track/46lFttIf5hnUZMGvjK0Wxo.html,89.0,,36.0,,"4,898,044","241,275,752"
340.0,David Guetta - Hey Mama||../track/285HeuLxsngjFn4GGegGNm.html,48.0,10,3.0,(x1),"12,188,020","241,200,778"
341.0,Bastille - Pompeii||../track/7Fw5i56my24ZBnGS7hFX2n.html,103.0,,11.0,,"4,075,094","241,076,976"
342.0,Machine Gun Kelly - Bad Things - With Camila Cabello||../track/56cswAa9WdFBsjsTyPBAKA.html,29.0,,16.0,,"14,773,524","240,076,143"
343.0,Rich The Kid - Plug Walk||../track/6mAz8D1TmlTuef90dbNIiZ.html,30.0,,19.0,,"14,913,401","237,208,002"
344.0,Eminem - Lucky You||../track/60SdxE8apGAxMiRrpbmLY0.html,21.0,4,1.0,(x1),"34,874,403","236,723,773"
345.0,Martin Garrix - Ocean||../track/3nc420PXjTdBV5TN0gCFkS.html,25.0,,15.0,,"18,993,111","236,309,833"
346.0,Sia - Elastic Heart||../track/6kwAbEjseqBob48jCus7Sz.html,68.0,4,7.0,,"8,781,820","235,072,359"
347.0,Maroon 5 - Animals||../track/7uolkTLavH97itenLjNmx9.html,61.0,10,3.0,(x1),"8,076,199","234,997,613"
348.0,XXXTENTACION - Arms Around You||../track/2LskIZrCeLxRvCiGP8gxlh.html,15.0,5,3.0,(x1),"26,157,297","234,885,127"
349.0,J Balvin - Safari||../track/6rQSrBHf7HlZjtcMZ4S4bO.html,45.0,,43.0,,"7,832,658","234,869,867"
350.0,Ricky Martin - Vente Pa' Ca||../track/7DM4BPaS7uofFul3ywMe46.html,46.0,,47.0,,"7,207,223","234,583,051"
351.0,Ozuna - Síguelo Bailando||../track/5Y9fnynLlIvqtM710MHzfz.html,35.0,,43.0,,"9,646,227","233,416,006"
352.0,Joel Adams - Please Don't Go||../track/3cNjgVBKTJ1SvKhunrCdVy.html,31.0,,28.0,,"11,124,755","232,762,931"
353.0,Rihanna - FourFiveSeconds||../track/5XzmZjXhMjDHr7ZfJ6DELQ.html,58.0,4,1.0,(x3),"16,027,911","232,635,112"
354.0,The Vamps - All Night||../track/1yNyoWWWikbLhwIGWjZuDW.html,31.0,,22.0,,"12,049,520","232,116,251"
355.0,Steve Aoki - Just Hold On||../track/3EmmCZoqpWOTY1g2GBwJoR.html,26.0,,16.0,,"15,149,705","232,053,693"
356.0,Alok - Hear Me Now||../track/1a5Yu5L18qNxVhXx38njON.html,39.0,,27.0,,"11,140,846","231,952,751"
357.0,Sam Hunt - Body Like A Back Road||../track/7mldq42yDuxiUNn08nvzHO.html,42.0,,62.0,,"6,935,836","231,278,047"
358.0,Maroon 5 - Cold||../track/5NNlUMcOEOdoOIwwaWXv0k.html,26.0,,19.0,,"15,865,523","231,134,646"
359.0,Migos - Slippery||../track/6p8NuHm8uCGnn2Dtbtf7zE.html,45.0,,71.0,,"6,380,929","230,562,767"
360.0,Billie Eilish - when the party's over||../track/14JzyD6FlBD5z0wV5P07YI.html,16.0,,12.0,,"17,152,682","229,902,122"
361.0,Kent Jones - Don't Mind||../track/27PmvZoffODNFW2p7ehZTQ.html,29.0,,16.0,,"13,787,675","229,554,398"
362.0,The Weeknd - Pray For Me||../track/4ofvoCdXq99vpMZO4Cfp8x.html,19.0,5,3.0,(x1),"22,614,831","229,380,013"
363.0,AJR - Weak||../track/3TJk0aoXM0knrOlgd1fnbx.html,35.0,,25.0,,"11,864,437","228,778,178"
364.0,Pitbull - Time of Our Lives||../track/2bJvI42r8EF3wxjOuDav4r.html,60.0,5,8.0,,"8,897,197","227,415,012"
365.0,Queen - Bohemian Rhapsody||../track/7tFiyTwD0nx5a1eklYtX2J.html,22.0,,11.0,,"18,440,196","227,024,167"
366.0,Ed Sheeran - Don't||../track/5W2opDlEE4V6azri6kC4aT.html,68.0,,14.0,,"5,676,251","226,163,018"
367.0,Carlos Vives - La Bicicleta||../track/43it4kot08akLzFIEMhXNN.html,51.0,,56.0,,"5,853,593","222,884,921"
368.0,Becky G - Cuando Te Besé||../track/2XXMDz7SPZ4mSFN1PXfHUy.html,27.0,,45.0,,"9,886,882","222,559,316"
369.0,Jason Mraz - I'm Yours||../track/3S0OXQeoh0w6AY8WQVckRW.html,81.0,,124.0,,"5,127,210","222,009,084"
370.0,Wolfine - Bella||../track/3xcCix7Jv1Rp90YVmgo35D.html,25.0,,28.0,,"12,354,627","221,455,894"
371.0,Charlie Puth - Marvin Gaye||../track/6ukMqDxnOPOgoHdak7Kyp3.html,54.0,,17.0,,"7,806,400","220,663,893"
372.0,Ariana Grande - One Last Time||../track/2OlWBmSjf1aUPGLNf0UI5A.html,65.0,,12.0,,"7,702,106","218,601,836"
373.0,Dante Klein - Let Me Hold You (Turn Me On)||../track/0lmdsH1MIoLsMymnNpd6HU.html,30.0,,24.0,,"12,086,971","217,246,072"
374.0,Kygo - Remind Me to Forget||../track/6xTU6B6nFwKKTSZ9ySXS80.html,28.0,,29.0,,"12,515,053","216,618,108"
375.0,Migos - Stir Fry||../track/2UVbBKQOdFAekPTRsnkzcf.html,24.0,,16.0,,"15,232,093","216,310,252"
376.0,Drake - Don’t Matter To Me||../track/6G8kHiVZ1jW7vHMPVRNZU0.html,16.0,3,2.0,(x2),"43,314,851","215,855,111"
377.0,Zion & Lennox - La Player (Bandolera)||../track/0VKkyBKCXyR99navhVRqcP.html,33.0,,56.0,,"8,532,826","215,840,858"
378.0,Nacho - Báilame - Remix||../track/3VClLWqNn80Llv0PJOsKgr.html,35.0,,58.0,,"7,574,934","215,481,114"
379.0,Rita Ora - Anywhere||../track/7EI6Iki24tBHAMxtb4xQN2.html,31.0,,39.0,,"10,477,243","214,945,458"
380.0,Halsey - Now Or Never||../track/7i2DJ88J7jQ8K7zqFX2fW8.html,28.0,,30.0,,"12,920,355","214,447,457"
381.0,Kygo - Born To Be Yours||../track/0kHyKhJMukHEPfeh8s7rdM.html,25.0,,25.0,,"13,905,970","214,433,458"
382.0,Gucci Mane - Wake Up in the Sky||../track/0QIjsbm2fh1cJ45XO9eGqq.html,21.0,,26.0,,"13,354,462","213,265,882"
383.0,Kygo - First Time||../track/2Gl0FzuLxflY6nPifJp5Dr.html,25.0,,19.0,,"16,614,825","212,407,968"
384.0,Childish Gambino - This Is America||../track/0b9oOr2ZgvyQu88wzixux9.html,17.0,4,1.0,(x1),"34,989,790","212,334,789"
385.0,Rudimental - Lay It All On Me||../track/6splO3UF8hSmK33y5fJTNk.html,37.0,,19.0,,"8,560,701","211,590,046"
386.0,A$AP Ferg - Plain Jane||../track/4dVpf9jZjcORqGTLUaeYj9.html,34.0,,37.0,,"10,167,689","210,566,105"
387.0,Post Malone - Go Flex||../track/5yuShbu70mtHXY0yLzCQLQ.html,47.0,,52.0,,"8,195,550","210,184,413"
388.0,Selena Gomez - Bad Liar||../track/1sCxVKWImDZSZKvG0U9B23.html,21.0,1,6.0,,"21,906,196","209,963,906"
389.0,Selena Gomez - Same Old Love||../track/6ZANrVuAMp2rpjhfbOuJly.html,38.0,,14.0,,"9,262,867","209,491,177"
390.0,Iggy Azalea - Fancy||../track/5GJwmgyFOO0kHhTkgQP2Sp.html,58.0,16,3.0,(x1),"7,546,352","209,371,857"
391.0,Paulo Londra - Adan y Eva||../track/6FyRXC8tJUh863JCkyWqtk.html,13.0,,11.0,,"17,547,601","209,036,759"
392.0,Juice WRLD - All Girls Are The Same||../track/0XySogm94T51XF5F2jumXm.html,33.0,,48.0,,"9,232,007","208,846,623"
393.0,Aminé - Caroline||../track/5GFDrUTLGJix84sNhjCG0g.html,37.0,,39.0,,"8,370,040","207,297,009"
